objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Jolly Roger: Piracka gra o łupach i buntach","165959","0","0","0","1","0","0","0","0","0","0","0","3","","25","","","","52806230","5.6144","6.27437","1.9375","8139","1106","thing","Jolly Roger: The Game of Piracy & Mutiny","4","10","30","30","30","2016","5,6,7,8,9,10","7,9,10","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Ares Games; Galakta","Polish","2016","Polish edition"
"Jórvík","193739","0","0","0","1","0","0","0","0","0","0","0","3","","29","","","","77174053","6.14978","6.77862","2.3714","2277","4343","thing","Jórvík","2","5","90","90","45","2017","2,3,4,5","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","hobbity.eu","Polish","2017","Polish edition"
"Jungle Boogie","249404","0","0","0","1","0","0","0","0","0","0","0","3","","26","","","","75362395","5.58051","6.60631","2.4444","9854","302","thing","Itchy Monkey","2","4","45","45","15","2019","2,3,4","3,4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Granna","Czech; Polish; Slovak","2019","Polish/Czech/Slovak edition"
"K2","73761","6","0","0","1","0","0","0","0","0","0","0","3","","70","","","","42717445","6.72917","7.00783","2.2458","828","11481","thing","K2","1","5","60","60","60","2010","1,2,3,4,5","3,4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.","English; Polish","2010","Rebel English/Polish first edition"
"Kakao","171499","8","0","0","1","0","0","0","0","0","0","0","3","","45","","","","55913960","6.79169","7.07623","1.8225","727","14190","thing","Cacao","2","4","45","45","45","2015","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","G3","Polish","2015","Polish edition"
"Kakao: Czekolada","191540","8","0","0","1","0","0","0","0","0","0","0","3","","30","","","","55913971","6.2696","7.48787","2.1154","0","5112","thing","Cacao: Chocolatl","2","4","60","60","60","2016","2,3,4","3","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","G3","Polish","2016","Polish edition"
"Kakao: Czekolada – Nowe szałasy","213213","0","0","0","1","0","0","0","0","0","0","0","3","","1","","","","60107452","5.6184","7.16194","1.5","0","1244","thing","Cacao: Chocolatl – New Huts","2","4","60","60","60","2019","2,3,4","4","8+","","","","","","","expansion","","","","","","","","","","","","G3","Polish","2019","Polish edition"
"Kakao: Diamenty","231967","0","0","0","1","0","0","0","0","0","0","0","3","","29","","","","63359695","5.89781","7.43711","2","0","3087","thing","Cacao: Diamante","2","4","60","60","60","2018","2,3,4","4","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","G3","Polish","2018","Polish edition"
"Kakao: Wielki rynek","206184","0","0","0","1","0","0","0","0","0","0","0","3","","1","","","","60107457","5.59296","7.22885","2","0","864","thing","Cacao: Big Market","2","4","45","45","8","2019","2,3,4","2,3","","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","G3","Polish","2019","Polish edition"
"Kakao: Wulkany","183499","0","0","0","1","0","0","0","0","0","0","0","3","","2","","","","60107468","5.74764","6.9354","1.9167","0","1853","thing","Cacao: Volcanoes","2","4","45","45","45","2015","2,3,4","3,4","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","G3","Polish","2015","Polish edition"
"Kakao: Złota świątynia","206185","0","0","0","1","0","0","0","0","0","0","0","3","","1","","","","60107450","5.59676","7.29683","2","0","853","thing","Cacao: Golden Temple","2","4","45","45","45","2019","2,3,4","2,3","","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","G3","Polish","2019","Polish edition"
"Karak","241477","7","0","0","1","0","0","0","0","0","0","0","3","","82","","","","102731548","6.42292","7.19015","1.3","1429","7547","thing","Karak","2","5","45","45","45","2017","2,3,4,5","3,4","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Albi","Czech; Polish; Slovak","2017","Czech/Polish/Slovak edition"
"Karczma pod pękatym kuflem","269207","0","0","0","1","0","0","0","0","0","0","0","3","","75","","","","76957239","7.27491","7.57691","2.6817","242","26458","thing","The Taverns of Tiefenthal","2","4","60","60","60","2019","2,3,4","2,3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","G3","Polish","2019","Polish edition"
"Kartografowie","263918","7","0","0","1","0","0","0","0","0","0","0","3","","0","","","","74050128","7.41304","7.58338","1.8743","162","55483","thing","Cartographers","1","100","45","45","30","2019","1,2,3,4,5,6,7,8,9","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Ogry Games","Polish","2019","Polish edition"
"Kartografowie: Umiejętności Mini dodatek","273353","0","0","0","1","0","0","0","0","0","0","0","3","","15","","","","91236738","6.05408","7.51098","2.0769","0","5499","thing","Cartographers: Skills Mini Expansion","1","100","45","45","30","2019","1,2,3,4,5,6","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","Ogry Games","Polish","2019","Polish edition"
"Kartografowie: Zasadzki Mini dodatek","302884","0","0","0","1","0","0","0","0","0","0","0","3","","13","","","","91236748","5.95766","7.75837","1.8","0","3737","thing","Cartographers: Ambush Mini Expansion","1","100","45","45","30","2020","1,2,3,4,5,6,7,8","2,4","6+","","","","","","","expansion","","","","","","","","","","","","Ogry Games","Polish","2020","Polish edition"
"Karty Dżentelmenów","188347","7","0","0","1","0","0","0","0","0","0","0","3","","29","","","","53610233","5.51356","5.77275","1","19666","571","thing","Karty Dżentelmenów","3","15","120","120","15","2015","4,5,6,7,8,9,10,11,12,13,14,15","7","16+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","(Web published)","English; Polish","2015","English/Polish Print & Play edition"
"Karty Dżentelmenów: Epizod Czwarty","309708","7","0","0","1","0","0","0","0","0","0","0","3","","29","","","","72449185","0","6.04138","1","0","109","thing","Karty Dżentelmenów: Epizod Czwarty","3","15","30","30","20","2017","","","","","","","","","","standalone","","","","","","","","","","","","Kojar","English; Polish","2017","English/Polish edition"
"Karty Dżentelmenów: Epizod Drugi","216360","7","0","0","1","0","0","0","0","0","0","0","3","","29","","","","71183846","5.52058","6.24506","1","17704","233","thing","Karty Dżentelmenów: Epizod Drugi","3","15","0","0","0","2016","","","","","","","","","","standalone","","","","","","","","","","","","Kojar","English; Polish","2016","English/Polish edition"
"Karty Dżentelmenów: Epizod Trzeci","309709","7","0","0","1","0","0","0","0","0","0","0","3","","29","","","","72449175","5.51414","6.67429","1","19500","123","thing","Karty Dżentelmenów: Epizod Trzeci","3","15","30","30","20","2017","5,6,7","6","18+","","","","","","","standalone","","","","","","","","","","","","Kojar","English; Polish","2017","English/Polish edition"
"Kaskadia","295947","8","0","0","1","0","0","0","0","0","0","0","3","","85","","","","95659078","7.75727","7.9282","1.8624","49","74632","thing","Cascadia","1","4","45","45","30","2021","1,2,3,4","2,3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Lucky Duck Games; Alderac Entertainment Group; Flatout Games","Polish","2021","Polish edition"
"Kawerna: Jaskinia Kontra Jaskinia","220520","0","0","0","1","0","0","0","0","0","0","0","3","","38","","","","91581598","6.7006","7.0874","2.5579","876","13970","thing","Caverna: Cave vs Cave","1","2","40","40","20","2017","1,2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Lacerta; Lookout Games","Polish","2017","Polish edition"
"Kemet","127023","0","0","0","1","0","0","0","0","0","0","0","1","","110","","","","71181741","7.39227","7.64016","2.9973","178","20870","thing","Kemet","2","5","120","120","90","2019","3,4,5","4,5","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Funiverse","Polish","2019","Polish second edition"
"Kemet: Set","254543","0","0","0","1","0","0","0","0","0","0","0","1","","50","","","","71181753","5.72538","7.45126","3.4545","0","2034","thing","Kemet: Seth","3","6","120","120","90","2019","3,4,5,6","5","14+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Funiverse","Polish","2019","Polish edition"
"Kemet: Ta-Seti","161842","0","0","0","1","0","0","0","0","0","0","0","1","","40","","","","71181749","6.4546","7.95452","3.2045","0","5311","thing","Kemet: Ta-Seti","2","5","90","90","60","2019","3,4,5","4","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Funiverse","Polish","2019","Polish edition"
"KeyForge: Czas Wstąpienia","272453","0","0","0","1","0","0","0","0","0","0","0","3","","37","","","","78674253","6.37655","7.18735","2.7105","1535","6649","thing","KeyForge: Age of Ascension","2","2","45","45","15","2019","2","2","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Fantasy Flight Games; Rebel Sp. z o.o.","Polish","2019","Polish edition"
"KeyForge: Czas Wstąpienia – Talia Archonta","272455","0","0","0","1","0","0","0","0","0","0","0","3","","18","","","","76870481","5.84493","7.43772","3","0","1996","thing","KeyForge: Age of Ascension – Archon Deck","2","2","45","45","15","2019","2","2","8+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","Fantasy Flight Games; Rebel Sp. z o.o.","Polish","2019","Polish edition"
"KeyForge: Zew Archontów – Talia Archonta","257606","0","0","0","1","0","0","0","0","0","0","0","3","","17","","","","76870469","6.24624","7.2909","2.32","0","5148","thing","KeyForge: Call of the Archons – Archon Deck","2","2","45","45","15","2019","2","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","Fantasy Flight Games; Rebel Sp. z o.o.","Polish","2019","Polish edition"
"Kingdomino","204583","7.5","0","0","1","0","0","0","0","0","0","0","3","","35","","","","59049041","7.18381","7.30143","1.2322","302","84376","thing","Kingdomino","2","4","25","25","15","2016","2,3,4","2,4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Games Factory Publishing; Blue Orange Games","Polish","2016","Polish first edition"
"Kingdomino Prehistoria","340041","0","0","0","1","0","0","0","0","0","0","0","3","","47","","","","120158494","6.56298","7.487","1.9016","1108","6208","thing","Kingdomino Origins","2","4","40","40","20","2022","2,3,4","2,4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","FoxGames","Polish","2022","Polish edition"
"Kingdomino: Era gigantów","240909","0","0","0","1","0","0","0","0","0","0","0","3","","49","","","","70471475","6.44163","7.17633","1.6744","0","11391","thing","Kingdomino: Age of Giants","2","5","20","20","15","2019","2,3,4,5","5","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","FoxGames","Polish","2019","Polish edition"
"Kolejowy szlak: Płomienna czerwień","251678","8","0","0","1","0","0","0","0","0","0","0","3","","35","","","","75035793","6.69561","7.07543","1.4775","881","14506","thing","Railroad Ink: Blazing Red Edition","1","6","30","30","20","2019","1,2,3,4,5,6","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","FoxGames","Polish","2019","Polish edition"
"Konspiracja: Uniwersum Abyss","276042","0","0","0","1","0","0","0","0","0","0","0","3","","20","","","","104314839","6.52882","7.20551","1.8095","1182","6119","thing","Conspiracy: Abyss Universe","2","4","30","30","30","2021","2,3,4","2,3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2021","Polish edition (purple cover)"
"Korsar","770","7","0","0","1","0","0","0","0","0","0","0","3","","27","","","","42717504","6.08364","6.29849","1.3791","2580","13055","thing","Loot","2","8","20","20","20","2014","3,4,5,6,8","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Trefl Joker Line","Polish","2014","Polish edition"
"Kości Obfitości","231280","0","0","0","1","0","0","0","0","0","0","0","3","","19","","","","65853318","6.0585","6.62328","1.3409","2694","4314","thing","Harvest Dice","2","4","30","30","15","2018","2,3,4","3,4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Board&Dice","Polish","2018","Polish edition"
"Kości Zombie","62871","7.5","0","0","1","0","0","0","0","0","0","0","3","","35","","","","42717417","6.08189","6.23017","1.0932","2588","36621","thing","Zombie Dice","2","99","20","20","10","2014","2,3,4,5,6,7,8","4,5","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Black Monk; Steve Jackson Games","Polish","2014","Polish edition"
