objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Jamajka: Załoga","204807","0","0","0","1","0","0","0","0","0","0","0","3","","38","","","","107586920","6.36406","7.75911","1.92","0","5809","thing","Jamaica: The Crew","2","6","75","75","30","2022","3,4,5,6","5,6","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2022","Polish edition"
"Jekyll i Hyde","297129","0","0","0","1","0","0","0","0","0","0","0","3","","62","","","","127761328","6.64624","7.21251","1.8487","973","8387","thing","Jekyll vs. Hyde","2","2","30","30","30","2023","2","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Nasza Księgarnia","Polish","2023","Polish edition"
"Jolly Roger: Piracka gra o łupach i buntach","165959","0","0","0","1","0","0","0","0","0","0","0","3","","25","","","","52806230","5.61526","6.2859","1.9375","8113","1107","thing","Jolly Roger: The Game of Piracy & Mutiny","4","10","30","30","30","2016","5,6,7,8,9,10","7,9,10","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Ares Games; Galakta","Polish","2016","Polish edition"
"Jórvík","193739","0","0","0","1","0","0","0","0","0","0","0","3","","29","","","","77174053","6.14643","6.77591","2.3714","2301","4349","thing","Jórvík","2","5","90","90","45","2017","2,3,4,5","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","hobbity.eu","Polish","2017","Polish edition"
"Jungle Boogie","249404","0","0","0","1","0","0","0","0","0","0","0","3","","26","","","","75362395","5.57988","6.60631","2.4444","9919","304","thing","Itchy Monkey","2","4","45","45","15","2019","2,3,4","3,4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Granna","Czech; Polish; Slovak","2019","Polish/Czech/Slovak edition"
"K2","73761","6","0","0","1","0","0","0","0","0","0","0","3","","70","","","","42717445","6.72873","7.00922","2.2449","828","11499","thing","K2","1","5","60","60","60","2010","1,2,3,4,5","3,4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.","English; Polish","2010","Rebel English/Polish first edition"
"Kakao","171499","8","0","0","1","0","0","0","0","0","0","0","3","","45","","","","55913960","6.79056","7.07658","1.8229","732","14227","thing","Cacao","2","4","45","45","45","2015","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","G3","Polish","2015","Polish edition"
"Kakao: Czekolada","191540","8","0","0","1","0","0","0","0","0","0","0","3","","30","","","","55913971","6.26676","7.48905","2.1154","0","5118","thing","Cacao: Chocolatl","2","4","60","60","60","2016","2,3,4","3","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","G3","Polish","2016","Polish edition"
"Kakao: Czekolada – Nowe szałasy","213213","0","0","0","1","0","0","0","0","0","0","0","3","","1","","","","60107452","5.61748","7.16194","1.5","0","1249","thing","Cacao: Chocolatl – New Huts","2","4","60","60","60","2019","2,3,4","4","8+","","","","","","","expansion","","","","","","","","","","","","G3","Polish","2019","Polish edition"
"Kakao: Diamenty","231967","0","0","0","1","0","0","0","0","0","0","0","3","","29","","","","63359695","5.89642","7.43411","2","0","3101","thing","Cacao: Diamante","2","4","60","60","60","2018","2,3,4","4","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","G3","Polish","2018","Polish edition"
"Kakao: Wielki rynek","206184","0","0","0","1","0","0","0","0","0","0","0","3","","1","","","","60107457","5.59195","7.21073","2","0","869","thing","Cacao: Big Market","2","4","45","45","8","2019","2,3,4","2,3","","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","G3","Polish","2019","Polish edition"
"Kakao: Wulkany","183499","0","0","0","1","0","0","0","0","0","0","0","3","","2","","","","60107468","5.74592","6.9354","1.9167","0","1858","thing","Cacao: Volcanoes","2","4","45","45","45","2015","2,3,4","3,4","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","G3","Polish","2015","Polish edition"
"Kakao: Złota świątynia","206185","0","0","0","1","0","0","0","0","0","0","0","3","","1","","","","60107450","5.59599","7.29683","2","0","859","thing","Cacao: Golden Temple","2","4","45","45","45","2019","2,3,4","2,3","","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","G3","Polish","2019","Polish edition"
"Karak","241477","7","0","0","1","0","0","0","0","0","0","0","3","","82","","","","102731548","6.42324","7.18517","1.2979","1426","7634","thing","Karak","2","5","45","45","45","2017","2,3,4,5","3,4","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Albi","Czech; Polish; Slovak","2017","Czech/Polish/Slovak edition"
"Karczma pod pękatym kuflem","269207","0","0","0","1","0","0","0","0","0","0","0","3","","75","","","","76957239","7.27606","7.5775","2.6799","242","26624","thing","The Taverns of Tiefenthal","2","4","60","60","60","2019","2,3,4","2,3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","G3","Polish","2019","Polish edition"
"Kartografowie","263918","7","0","0","1","0","0","0","0","0","0","0","3","","0","","","","74050128","7.4124","7.58218","1.8739","161","55921","thing","Cartographers","1","100","45","45","30","2019","1,2,3,4,5,6,7,8,9","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Ogry Games","Polish","2019","Polish edition"
"Kartografowie: Umiejętności Mini dodatek","273353","0","0","0","1","0","0","0","0","0","0","0","3","","15","","","","91236738","6.0529","7.51212","2.0769","0","5519","thing","Cartographers: Skills Mini Expansion","1","100","45","45","30","2019","1,2,3,4,5,6","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","Ogry Games","Polish","2019","Polish edition"
"Kartografowie: Zasadzki Mini dodatek","302884","0","0","0","1","0","0","0","0","0","0","0","3","","13","","","","91236748","5.95667","7.75977","1.8","0","3760","thing","Cartographers: Ambush Mini Expansion","1","100","45","45","30","2020","1,2,3,4,5,6,7,8","2,4","6+","","","","","","","expansion","","","","","","","","","","","","Ogry Games","Polish","2020","Polish edition"
"Karty Dżentelmenów","188347","7","0","0","1","0","0","0","0","0","0","0","3","","29","","","","53610233","5.5155","5.77455","1","19168","576","thing","Karty Dżentelmenów","3","15","120","120","15","2015","4,5,6,7,8,9,10,11,12,13,14,15","7","16+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","(Web published)","English; Polish","2015","English/Polish Print & Play edition"
"Karty Dżentelmenów: Epizod Czwarty","309708","7","0","0","1","0","0","0","0","0","0","0","3","","29","","","","72449185","0","6.04138","1","0","110","thing","Karty Dżentelmenów: Epizod Czwarty","3","15","30","30","20","2017","","","","","","","","","","standalone","","","","","","","","","","","","Kojar","English; Polish","2017","English/Polish edition"
"Karty Dżentelmenów: Epizod Drugi","216360","7","0","0","1","0","0","0","0","0","0","0","3","","29","","","","71183846","5.52108","6.24506","1","17603","234","thing","Karty Dżentelmenów: Epizod Drugi","3","15","0","0","0","2016","","","","","","","","","","standalone","","","","","","","","","","","","Kojar","English; Polish","2016","English/Polish edition"
"Karty Dżentelmenów: Epizod Trzeci","309709","7","0","0","1","0","0","0","0","0","0","0","3","","29","","","","72449175","5.51426","6.67429","1","19533","127","thing","Karty Dżentelmenów: Epizod Trzeci","3","15","30","30","20","2017","5,6,7","6","18+","","","","","","","standalone","","","","","","","","","","","","Kojar","English; Polish","2017","English/Polish edition"
"Kaskadia","295947","8","0","0","1","0","0","0","0","0","0","0","3","","85","","","","95659078","7.75702","7.92521","1.8599","49","75582","thing","Cascadia","1","4","45","45","30","2021","1,2,3,4","2,3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Lucky Duck Games; Alderac Entertainment Group; Flatout Games","Polish","2021","Polish edition"
"Kawerna: Jaskinia Kontra Jaskinia","220520","0","0","0","1","0","0","0","0","0","0","0","3","","38","","","","91581598","6.6974","7.08664","2.5579","879","13990","thing","Caverna: Cave vs Cave","1","2","40","40","20","2017","1,2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Lacerta; Lookout Games","Polish","2017","Polish edition"
"Kemet","127023","0","0","0","1","0","0","0","0","0","0","0","1","","110","","","","71181741","7.38985","7.63999","3","178","20892","thing","Kemet","2","5","120","120","90","2019","3,4,5","4,5","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Funiverse","Polish","2019","Polish second edition"
"Kemet: Set","254543","0","0","0","1","0","0","0","0","0","0","0","1","","50","","","","71181753","5.72488","7.45126","3.4545","0","2036","thing","Kemet: Seth","3","6","120","120","90","2019","3,4,5,6","5","14+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Funiverse","Polish","2019","Polish edition"
"Kemet: Ta-Seti","161842","0","0","0","1","0","0","0","0","0","0","0","1","","40","","","","71181749","6.4513","7.95302","3.2045","0","5310","thing","Kemet: Ta-Seti","2","5","90","90","60","2019","3,4,5","4","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","Funiverse","Polish","2019","Polish edition"
"KeyForge: Czas Wstąpienia","272453","0","0","0","1","0","0","0","0","0","0","0","3","","37","","","","78674253","6.37076","7.17947","2.7105","1555","6665","thing","KeyForge: Age of Ascension","2","2","45","45","15","2019","2","2","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Fantasy Flight Games; Rebel Sp. z o.o.","Polish","2019","Polish edition"
"KeyForge: Czas Wstąpienia – Talia Archonta","272455","0","0","0","1","0","0","0","0","0","0","0","3","","18","","","","76870481","5.84302","7.4408","3.25","0","1999","thing","KeyForge: Age of Ascension – Archon Deck","2","2","45","45","15","2019","2","2","8+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","Fantasy Flight Games; Rebel Sp. z o.o.","Polish","2019","Polish edition"
"KeyForge: Zew Archontów – Talia Archonta","257606","0","0","0","1","0","0","0","0","0","0","0","3","","17","","","","76870469","6.24161","7.29018","2.4231","0","5127","thing","KeyForge: Call of the Archons – Archon Deck","2","2","45","45","15","2019","2","2","10+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","Fantasy Flight Games; Rebel Sp. z o.o.","Polish","2019","Polish edition"
"Kingdomino","204583","7.5","0","0","1","0","0","0","0","0","0","0","3","","35","","","","59049041","7.18302","7.30021","1.2312","302","84719","thing","Kingdomino","2","4","25","25","15","2016","2,3,4","2,4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Games Factory Publishing; Blue Orange Games","Polish","2016","Polish first edition"
"Kingdomino Prehistoria","340041","0","0","0","1","0","0","0","0","0","0","0","3","","47","","","","120158494","6.56455","7.48147","1.9032","1107","6254","thing","Kingdomino Origins","2","4","40","40","20","2022","2,3,4","2,4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","FoxGames","Polish","2022","Polish edition"
"Kingdomino: Era gigantów","240909","0","0","0","1","0","0","0","0","0","0","0","3","","49","","","","70471475","6.43862","7.17463","1.6591","0","11427","thing","Kingdomino: Age of Giants","2","5","20","20","15","2019","2,3,4,5","5","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","FoxGames","Polish","2019","Polish edition"
"Kolejowy szlak: Płomienna czerwień","251678","8","0","0","1","0","0","0","0","0","0","0","3","","35","","","","75035793","6.69517","7.07567","1.4775","881","14559","thing","Railroad Ink: Blazing Red Edition","1","6","30","30","20","2019","1,2,3,4,5,6","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","FoxGames","Polish","2019","Polish edition"
"Konspiracja: Uniwersum Abyss","276042","0","0","0","1","0","0","0","0","0","0","0","3","","20","","","","104314839","6.52816","7.20337","1.8095","1185","6150","thing","Conspiracy: Abyss Universe","2","4","30","30","30","2021","2,3,4","2,3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2021","Polish edition (purple cover)"
"Korsar","770","7","0","0","1","0","0","0","0","0","0","0","3","","27","","","","42717504","6.08524","6.29961","1.3808","2577","13085","thing","Loot","2","8","20","20","20","2014","3,4,5,6,8","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Trefl Joker Line","Polish","2014","Polish edition"
